X0,U1,U2,U3,U4,T,Y
42.17,20.0,20.0,20.0,20.0,1.0,42.17
42.17,20.0,20.0,20.0,20.0,2.0,42.17
42.17,20.0,20.0,20.0,20.0,3.0,41.94
42.17,20.0,20.0,20.0,20.0,4.0,41.81
42.17,20.0,20.0,20.0,20.0,1.0,42.17
42.17,20.0,20.0,20.0,20.0,2.0,41.94
42.17,20.0,20.0,20.0,20.0,3.0,41.81
42.17,20.0,20.0,20.0,20.0,4.0,41.49
41.94,20.0,20.0,20.0,20.0,1.0,41.94
41.94,20.0,20.0,20.0,20.0,2.0,41.81
41.94,20.0,20.0,20.0,20.0,3.0,41.49
41.94,20.0,20.0,20.0,20.0,4.0,41.2
41.81,20.0,20.0,20.0,20.0,1.0,41.81
41.81,20.0,20.0,20.0,20.0,2.0,41.49
41.81,20.0,20.0,20.0,20.0,3.0,41.2
41.81,20.0,20.0,20.0,20.0,4.0,40.94
41.49,20.0,20.0,20.0,20.0,1.0,41.49
41.49,20.0,20.0,20.0,20.0,2.0,41.2
41.49,20.0,20.0,20.0,20.0,3.0,40.94
41.49,20.0,20.0,20.0,20.0,4.0,40.88
41.2,20.0,20.0,20.0,20.0,1.0,41.2
41.2,20.0,20.0,20.0,20.0,2.0,40.94
41.2,20.0,20.0,20.0,20.0,3.0,40.88
41.2,20.0,20.0,20.0,20.0,4.0,40.56
40.94,20.0,20.0,20.0,20.0,1.0,40.94
40.94,20.0,20.0,20.0,20.0,2.0,40.88
40.94,20.0,20.0,20.0,20.0,3.0,40.56
40.94,20.0,20.0,20.0,20.0,4.0,40.56
40.88,20.0,20.0,20.0,20.0,1.0,40.88
40.88,20.0,20.0,20.0,20.0,2.0,40.56
40.88,20.0,20.0,20.0,20.0,3.0,40.56
40.88,20.0,20.0,20.0,20.0,4.0,40.46
40.56,20.0,20.0,20.0,20.0,1.0,40.56
40.56,20.0,20.0,20.0,20.0,2.0,40.56
40.56,20.0,20.0,20.0,20.0,3.0,40.46
40.56,20.0,20.0,20.0,20.0,4.0,40.23
40.56,20.0,20.0,20.0,20.0,1.0,40.56
40.56,20.0,20.0,20.0,20.0,2.0,40.46
40.56,20.0,20.0,20.0,20.0,3.0,40.23
40.56,20.0,20.0,20.0,20.0,4.0,40.23
40.46,20.0,20.0,20.0,20.0,1.0,40.46
40.46,20.0,20.0,20.0,20.0,2.0,40.23
40.46,20.0,20.0,20.0,20.0,3.0,40.23
40.46,20.0,20.0,20.0,20.0,4.0,39.91
40.23,20.0,20.0,20.0,20.0,1.0,40.23
40.23,20.0,20.0,20.0,20.0,2.0,40.23
40.23,20.0,20.0,20.0,20.0,3.0,39.91
40.23,20.0,20.0,20.0,20.0,4.0,39.69
40.23,20.0,20.0,20.0,20.0,1.0,40.23
40.23,20.0,20.0,20.0,20.0,2.0,39.91
40.23,20.0,20.0,20.0,20.0,3.0,39.69
40.23,20.0,20.0,20.0,20.0,4.0,39.27
39.91,20.0,20.0,20.0,20.0,1.0,39.91
39.91,20.0,20.0,20.0,20.0,2.0,39.69
39.91,20.0,20.0,20.0,20.0,3.0,39.27
39.91,20.0,20.0,20.0,20.0,4.0,38.95
39.69,20.0,20.0,20.0,20.0,1.0,39.69
39.69,20.0,20.0,20.0,20.0,2.0,39.27
39.69,20.0,20.0,20.0,20.0,3.0,38.95
39.69,20.0,20.0,20.0,20.0,4.0,38.62
39.27,20.0,20.0,20.0,20.0,1.0,39.27
39.27,20.0,20.0,20.0,20.0,2.0,38.95
39.27,20.0,20.0,20.0,20.0,3.0,38.62
39.27,20.0,20.0,20.0,20.0,4.0,38.24
38.95,20.0,20.0,20.0,20.0,1.0,38.95
38.95,20.0,20.0,20.0,20.0,2.0,38.62
38.95,20.0,20.0,20.0,20.0,3.0,38.24
38.95,20.0,20.0,20.0,20.0,4.0,37.98
38.62,20.0,20.0,20.0,20.0,1.0,38.62
38.62,20.0,20.0,20.0,20.0,2.0,38.24
38.62,20.0,20.0,20.0,20.0,3.0,37.98
38.62,20.0,20.0,20.0,20.0,4.0,37.66
38.24,20.0,20.0,20.0,20.0,1.0,38.24
38.24,20.0,20.0,20.0,20.0,2.0,37.98
38.24,20.0,20.0,20.0,20.0,3.0,37.66
38.24,20.0,20.0,20.0,20.0,4.0,37.53
37.98,20.0,20.0,20.0,20.0,1.0,37.98
37.98,20.0,20.0,20.0,20.0,2.0,37.66
37.98,20.0,20.0,20.0,20.0,3.0,37.53
37.98,20.0,20.0,20.0,20.0,4.0,37.66
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.53
37.66,20.0,20.0,20.0,20.0,3.0,37.66
37.66,20.0,20.0,20.0,20.0,4.0,37.66
37.53,20.0,20.0,20.0,20.0,1.0,37.53
37.53,20.0,20.0,20.0,20.0,2.0,37.66
37.53,20.0,20.0,20.0,20.0,3.0,37.66
37.53,20.0,20.0,20.0,20.0,4.0,37.66
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.66
37.66,20.0,20.0,20.0,20.0,3.0,37.66
37.66,20.0,20.0,20.0,20.0,4.0,37.33
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.66
37.66,20.0,20.0,20.0,20.0,3.0,37.33
37.66,20.0,20.0,20.0,20.0,4.0,37.33
37.66,20.0,20.0,20.0,20.0,1.0,37.66
37.66,20.0,20.0,20.0,20.0,2.0,37.33
37.66,20.0,20.0,20.0,20.0,3.0,37.33
37.66,20.0,20.0,20.0,20.0,4.0,37.21
37.33,20.0,20.0,20.0,20.0,1.0,37.33
37.33,20.0,20.0,20.0,20.0,2.0,37.33
37.33,20.0,20.0,20.0,20.0,3.0,37.21
37.33,20.0,20.0,20.0,20.0,4.0,37.04
37.33,20.0,20.0,20.0,20.0,1.0,37.33
37.33,20.0,20.0,20.0,20.0,2.0,37.21
37.33,20.0,20.0,20.0,20.0,3.0,37.04
37.33,20.0,20.0,20.0,20.0,4.0,37.01
37.21,20.0,20.0,20.0,20.0,1.0,37.21
37.21,20.0,20.0,20.0,20.0,2.0,37.04
37.21,20.0,20.0,20.0,20.0,3.0,37.01
37.21,20.0,20.0,20.0,20.0,4.0,36.82
37.04,20.0,20.0,20.0,20.0,1.0,37.04
37.04,20.0,20.0,20.0,20.0,2.0,37.01
37.04,20.0,20.0,20.0,20.0,3.0,36.82
37.04,20.0,20.0,20.0,20.0,4.0,36.69
37.01,20.0,20.0,20.0,20.0,1.0,37.01
37.01,20.0,20.0,20.0,20.0,2.0,36.82
37.01,20.0,20.0,20.0,20.0,3.0,36.69
37.01,20.0,20.0,20.0,20.0,4.0,36.69
36.82,20.0,20.0,20.0,20.0,1.0,36.82
36.82,20.0,20.0,20.0,20.0,2.0,36.69
36.82,20.0,20.0,20.0,20.0,3.0,36.69
36.82,20.0,20.0,20.0,20.0,4.0,36.69
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.69
36.69,20.0,20.0,20.0,20.0,3.0,36.69
36.69,20.0,20.0,20.0,20.0,4.0,36.43
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.69
36.69,20.0,20.0,20.0,20.0,3.0,36.43
36.69,20.0,20.0,20.0,20.0,4.0,36.4
36.69,20.0,20.0,20.0,20.0,1.0,36.69
36.69,20.0,20.0,20.0,20.0,2.0,36.43
36.69,20.0,20.0,20.0,20.0,3.0,36.4
36.69,20.0,20.0,20.0,20.0,4.0,36.4
36.43,20.0,20.0,20.0,20.0,1.0,36.43
36.43,20.0,20.0,20.0,20.0,2.0,36.4
36.43,20.0,20.0,20.0,20.0,3.0,36.4
36.43,20.0,20.0,20.0,20.0,4.0,36.4
36.4,20.0,20.0,20.0,20.0,1.0,36.4
36.4,20.0,20.0,20.0,20.0,2.0,36.4
36.4,20.0,20.0,20.0,20.0,3.0,36.4
36.4,20.0,20.0,20.0,20.0,4.0,36.37
36.4,20.0,20.0,20.0,20.0,1.0,36.4
36.4,20.0,20.0,20.0,20.0,2.0,36.4
36.4,20.0,20.0,20.0,20.0,3.0,36.37
36.4,20.0,20.0,20.0,20.0,4.0,36.37
36.4,20.0,20.0,20.0,20.0,1.0,36.4
36.4,20.0,20.0,20.0,20.0,2.0,36.37
36.4,20.0,20.0,20.0,20.0,3.0,36.37
36.4,20.0,20.0,20.0,20.0,4.0,36.37
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.37
36.37,20.0,20.0,20.0,20.0,3.0,36.37
36.37,20.0,20.0,20.0,20.0,4.0,36.04
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.37
36.37,20.0,20.0,20.0,20.0,3.0,36.04
36.37,20.0,20.0,20.0,20.0,4.0,36.04
36.37,20.0,20.0,20.0,20.0,1.0,36.37
36.37,20.0,20.0,20.0,20.0,2.0,36.04
36.37,20.0,20.0,20.0,20.0,3.0,36.04
36.37,20.0,20.0,20.0,20.0,4.0,35.88
36.04,20.0,20.0,20.0,20.0,1.0,36.04
36.04,20.0,20.0,20.0,20.0,2.0,36.04
36.04,20.0,20.0,20.0,20.0,3.0,35.88
36.04,20.0,20.0,20.0,20.0,4.0,35.79
36.04,20.0,20.0,20.0,20.0,1.0,36.04
36.04,20.0,20.0,20.0,20.0,2.0,35.88
36.04,20.0,20.0,20.0,20.0,3.0,35.79
36.04,20.0,20.0,20.0,20.0,4.0,35.72
35.88,20.0,20.0,20.0,20.0,1.0,35.88
35.88,20.0,20.0,20.0,20.0,2.0,35.79
35.88,20.0,20.0,20.0,20.0,3.0,35.72
35.88,20.0,20.0,20.0,20.0,4.0,35.72
35.79,20.0,20.0,20.0,20.0,1.0,35.79
35.79,20.0,20.0,20.0,20.0,2.0,35.72
35.79,20.0,20.0,20.0,20.0,3.0,35.72
35.79,20.0,20.0,20.0,20.0,4.0,35.72
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.72
35.72,20.0,20.0,20.0,20.0,3.0,35.72
35.72,20.0,20.0,20.0,20.0,4.0,35.72
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.72
35.72,20.0,20.0,20.0,20.0,3.0,35.72
35.72,20.0,20.0,20.0,20.0,4.0,35.72
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.72
35.72,20.0,20.0,20.0,20.0,3.0,35.72
35.72,20.0,20.0,20.0,20.0,4.0,35.72
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.72
35.72,20.0,20.0,20.0,20.0,3.0,35.72
35.72,20.0,20.0,20.0,20.0,4.0,35.72
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.72
35.72,20.0,20.0,20.0,20.0,3.0,35.72
35.72,20.0,20.0,20.0,20.0,4.0,35.5
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.72
35.72,20.0,20.0,20.0,20.0,3.0,35.5
35.72,20.0,20.0,20.0,20.0,4.0,35.4
35.72,20.0,20.0,20.0,20.0,1.0,35.72
35.72,20.0,20.0,20.0,20.0,2.0,35.5
35.72,20.0,20.0,20.0,20.0,3.0,35.4
35.72,20.0,20.0,20.0,20.0,4.0,35.4
35.5,20.0,20.0,20.0,20.0,1.0,35.5
35.5,20.0,20.0,20.0,20.0,2.0,35.4
35.5,20.0,20.0,20.0,20.0,3.0,35.4
35.5,20.0,20.0,20.0,20.0,4.0,35.4
35.4,20.0,20.0,20.0,20.0,1.0,35.4
35.4,20.0,20.0,20.0,20.0,2.0,35.4
35.4,20.0,20.0,20.0,20.0,3.0,35.4
35.4,20.0,20.0,20.0,20.0,4.0,35.4
35.4,20.0,20.0,20.0,20.0,1.0,35.4
35.4,20.0,20.0,20.0,20.0,2.0,35.4
35.4,20.0,20.0,20.0,20.0,3.0,35.4
35.4,20.0,20.0,20.0,20.0,4.0,35.34
35.4,20.0,20.0,20.0,20.0,1.0,35.4
35.4,20.0,20.0,20.0,20.0,2.0,35.4
35.4,20.0,20.0,20.0,20.0,3.0,35.34
35.4,20.0,20.0,20.0,20.0,4.0,35.37
35.4,20.0,20.0,20.0,20.0,1.0,35.4
35.4,20.0,20.0,20.0,20.0,2.0,35.34
35.4,20.0,20.0,20.0,20.0,3.0,35.37
35.4,20.0,20.0,20.0,20.0,4.0,35.3
35.34,20.0,20.0,20.0,20.0,1.0,35.34
35.34,20.0,20.0,20.0,20.0,2.0,35.37
35.34,20.0,20.0,20.0,20.0,3.0,35.3
35.34,20.0,20.0,20.0,20.0,4.0,35.27
35.37,20.0,20.0,20.0,20.0,1.0,35.37
35.37,20.0,20.0,20.0,20.0,2.0,35.3
35.37,20.0,20.0,20.0,20.0,3.0,35.27
35.37,20.0,20.0,20.0,20.0,4.0,35.34
35.3,20.0,20.0,20.0,20.0,1.0,35.3
35.3,20.0,20.0,20.0,20.0,2.0,35.27
35.3,20.0,20.0,20.0,20.0,3.0,35.34
35.3,20.0,20.0,20.0,20.0,4.0,35.08
35.27,20.0,20.0,20.0,20.0,1.0,35.27
35.27,20.0,20.0,20.0,20.0,2.0,35.34
35.27,20.0,20.0,20.0,20.0,3.0,35.08
35.27,20.0,20.0,20.0,20.0,4.0,35.08
35.34,20.0,20.0,20.0,20.0,1.0,35.34
35.34,20.0,20.0,20.0,20.0,2.0,35.08
35.34,20.0,20.0,20.0,20.0,3.0,35.08
35.34,20.0,20.0,20.0,20.0,4.0,35.08
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.08
35.08,20.0,20.0,20.0,20.0,4.0,35.08
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.08
35.08,20.0,20.0,20.0,20.0,4.0,35.08
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.08
35.08,20.0,20.0,20.0,20.0,4.0,35.08
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.08
35.08,20.0,20.0,20.0,20.0,4.0,35.08
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.08
35.08,20.0,20.0,20.0,20.0,4.0,35.08
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.08
35.08,20.0,20.0,20.0,20.0,4.0,35.05
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.08
35.08,20.0,20.0,20.0,20.0,3.0,35.05
35.08,20.0,20.0,20.0,20.0,4.0,34.95
35.08,20.0,20.0,20.0,20.0,1.0,35.08
35.08,20.0,20.0,20.0,20.0,2.0,35.05
35.08,20.0,20.0,20.0,20.0,3.0,34.95
35.08,20.0,20.0,20.0,20.0,4.0,34.82
35.05,20.0,20.0,20.0,20.0,1.0,35.05
35.05,20.0,20.0,20.0,20.0,2.0,34.95
35.05,20.0,20.0,20.0,20.0,3.0,34.82
35.05,20.0,20.0,20.0,20.0,4.0,34.76
34.95,20.0,20.0,20.0,20.0,1.0,34.95
34.95,20.0,20.0,20.0,20.0,2.0,34.82
34.95,20.0,20.0,20.0,20.0,3.0,34.76
34.95,20.0,20.0,20.0,20.0,4.0,34.79
34.82,20.0,20.0,20.0,20.0,1.0,34.82
34.82,20.0,20.0,20.0,20.0,2.0,34.76
34.82,20.0,20.0,20.0,20.0,3.0,34.79
34.82,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.79
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.79,20.0,20.0,20.0,20.0,1.0,34.79
34.79,20.0,20.0,20.0,20.0,2.0,34.76
34.79,20.0,20.0,20.0,20.0,3.0,34.76
34.79,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.76
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.76
34.76,20.0,20.0,20.0,20.0,4.0,34.69
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.76
34.76,20.0,20.0,20.0,20.0,3.0,34.69
34.76,20.0,20.0,20.0,20.0,4.0,34.72
34.76,20.0,20.0,20.0,20.0,1.0,34.76
34.76,20.0,20.0,20.0,20.0,2.0,34.69
34.76,20.0,20.0,20.0,20.0,3.0,34.72
34.76,20.0,20.0,20.0,20.0,4.0,34.69
34.69,20.0,20.0,20.0,20.0,1.0,34.69
34.69,20.0,20.0,20.0,20.0,2.0,34.72
34.69,20.0,20.0,20.0,20.0,3.0,34.69
34.69,20.0,20.0,20.0,20.0,4.0,34.72
34.72,20.0,20.0,20.0,20.0,1.0,34.72
34.72,20.0,20.0,20.0,20.0,2.0,34.69
34.72,20.0,20.0,20.0,20.0,3.0,34.72
34.72,20.0,20.0,20.0,20.0,4.0,34.56
34.69,20.0,20.0,20.0,10.0,1.0,34.69
34.69,20.0,20.0,20.0,10.0,2.0,34.72
34.69,20.0,20.0,20.0,10.0,3.0,34.56
34.69,20.0,20.0,20.0,10.0,4.0,34.59
34.72,20.0,20.0,10.0,10.0,1.0,34.72
34.72,20.0,20.0,10.0,10.0,2.0,34.56
34.72,20.0,20.0,10.0,10.0,3.0,34.59
34.72,20.0,20.0,10.0,10.0,4.0,34.63
34.56,20.0,10.0,10.0,10.0,1.0,34.56
34.56,20.0,10.0,10.0,10.0,2.0,34.59
34.56,20.0,10.0,10.0,10.0,3.0,34.63
34.56,20.0,10.0,10.0,10.0,4.0,34.72
34.59,10.0,10.0,10.0,10.0,1.0,34.59
34.59,10.0,10.0,10.0,10.0,2.0,34.63
34.59,10.0,10.0,10.0,10.0,3.0,34.72
34.59,10.0,10.0,10.0,10.0,4.0,34.43
34.63,10.0,10.0,10.0,10.0,1.0,34.63
34.63,10.0,10.0,10.0,10.0,2.0,34.72
34.63,10.0,10.0,10.0,10.0,3.0,34.43
34.63,10.0,10.0,10.0,10.0,4.0,34.43
34.72,10.0,10.0,10.0,10.0,1.0,34.72
34.72,10.0,10.0,10.0,10.0,2.0,34.43
34.72,10.0,10.0,10.0,10.0,3.0,34.43
34.72,10.0,10.0,10.0,10.0,4.0,34.24
34.43,10.0,10.0,10.0,10.0,1.0,34.43
34.43,10.0,10.0,10.0,10.0,2.0,34.43
34.43,10.0,10.0,10.0,10.0,3.0,34.24
34.43,10.0,10.0,10.0,10.0,4.0,34.11
34.43,10.0,10.0,10.0,10.0,1.0,34.43
34.43,10.0,10.0,10.0,10.0,2.0,34.24
34.43,10.0,10.0,10.0,10.0,3.0,34.11
34.43,10.0,10.0,10.0,10.0,4.0,34.05
34.24,10.0,10.0,10.0,10.0,1.0,34.24
34.24,10.0,10.0,10.0,10.0,2.0,34.11
34.24,10.0,10.0,10.0,10.0,3.0,34.05
34.24,10.0,10.0,10.0,10.0,4.0,33.82
34.11,10.0,10.0,10.0,10.0,1.0,34.11
34.11,10.0,10.0,10.0,10.0,2.0,34.05
34.11,10.0,10.0,10.0,10.0,3.0,33.82
34.11,10.0,10.0,10.0,10.0,4.0,33.79
34.05,10.0,10.0,10.0,10.0,1.0,34.05
34.05,10.0,10.0,10.0,10.0,2.0,33.82
34.05,10.0,10.0,10.0,10.0,3.0,33.79
34.05,10.0,10.0,10.0,10.0,4.0,33.47
33.82,10.0,10.0,10.0,10.0,1.0,33.82
33.82,10.0,10.0,10.0,10.0,2.0,33.79
33.82,10.0,10.0,10.0,10.0,3.0,33.47
33.82,10.0,10.0,10.0,10.0,4.0,33.43
33.79,10.0,10.0,10.0,10.0,1.0,33.79
33.79,10.0,10.0,10.0,10.0,2.0,33.47
33.79,10.0,10.0,10.0,10.0,3.0,33.43
33.79,10.0,10.0,10.0,10.0,4.0,33.14
33.47,10.0,10.0,10.0,10.0,1.0,33.47
33.47,10.0,10.0,10.0,10.0,2.0,33.43
33.47,10.0,10.0,10.0,10.0,3.0,33.14
33.47,10.0,10.0,10.0,10.0,4.0,33.08
33.43,10.0,10.0,10.0,10.0,1.0,33.43
33.43,10.0,10.0,10.0,10.0,2.0,33.14
33.43,10.0,10.0,10.0,10.0,3.0,33.08
33.43,10.0,10.0,10.0,10.0,4.0,32.89
33.14,10.0,10.0,10.0,10.0,1.0,33.14
33.14,10.0,10.0,10.0,10.0,2.0,33.08
33.14,10.0,10.0,10.0,10.0,3.0,32.89
33.14,10.0,10.0,10.0,10.0,4.0,32.82
33.08,10.0,10.0,10.0,10.0,1.0,33.08
33.08,10.0,10.0,10.0,10.0,2.0,32.89
33.08,10.0,10.0,10.0,10.0,3.0,32.82
33.08,10.0,10.0,10.0,10.0,4.0,32.79
32.89,10.0,10.0,10.0,10.0,1.0,32.89
32.89,10.0,10.0,10.0,10.0,2.0,32.82
32.89,10.0,10.0,10.0,10.0,3.0,32.79
32.89,10.0,10.0,10.0,10.0,4.0,32.5
32.82,10.0,10.0,10.0,10.0,1.0,32.82
32.82,10.0,10.0,10.0,10.0,2.0,32.79
32.82,10.0,10.0,10.0,10.0,3.0,32.5
32.82,10.0,10.0,10.0,10.0,4.0,32.5
32.79,10.0,10.0,10.0,10.0,1.0,32.79
32.79,10.0,10.0,10.0,10.0,2.0,32.5
32.79,10.0,10.0,10.0,10.0,3.0,32.5
32.79,10.0,10.0,10.0,10.0,4.0,32.37
32.5,10.0,10.0,10.0,10.0,1.0,32.5
32.5,10.0,10.0,10.0,10.0,2.0,32.5
32.5,10.0,10.0,10.0,10.0,3.0,32.37
32.5,10.0,10.0,10.0,10.0,4.0,32.18
32.5,10.0,10.0,10.0,10.0,1.0,32.5
32.5,10.0,10.0,10.0,10.0,2.0,32.37
32.5,10.0,10.0,10.0,10.0,3.0,32.18
32.5,10.0,10.0,10.0,10.0,4.0,32.05
32.37,10.0,10.0,10.0,10.0,1.0,32.37
32.37,10.0,10.0,10.0,10.0,2.0,32.18
32.37,10.0,10.0,10.0,10.0,3.0,32.05
32.37,10.0,10.0,10.0,10.0,4.0,31.86
32.18,10.0,10.0,10.0,10.0,1.0,32.18
32.18,10.0,10.0,10.0,10.0,2.0,32.05
32.18,10.0,10.0,10.0,10.0,3.0,31.86
32.18,10.0,10.0,10.0,10.0,4.0,31.82
32.05,10.0,10.0,10.0,10.0,1.0,32.05
32.05,10.0,10.0,10.0,10.0,2.0,31.86
32.05,10.0,10.0,10.0,10.0,3.0,31.82
32.05,10.0,10.0,10.0,10.0,4.0,31.53
31.86,10.0,10.0,10.0,10.0,1.0,31.86
31.86,10.0,10.0,10.0,10.0,2.0,31.82
31.86,10.0,10.0,10.0,10.0,3.0,31.53
31.86,10.0,10.0,10.0,10.0,4.0,31.53
31.82,10.0,10.0,10.0,10.0,1.0,31.82
31.82,10.0,10.0,10.0,10.0,2.0,31.53
31.82,10.0,10.0,10.0,10.0,3.0,31.53
31.82,10.0,10.0,10.0,10.0,4.0,31.53
31.53,10.0,10.0,10.0,10.0,1.0,31.53
31.53,10.0,10.0,10.0,10.0,2.0,31.53
31.53,10.0,10.0,10.0,10.0,3.0,31.53
31.53,10.0,10.0,10.0,10.0,4.0,31.4
31.53,10.0,10.0,10.0,10.0,1.0,31.53
31.53,10.0,10.0,10.0,10.0,2.0,31.53
31.53,10.0,10.0,10.0,10.0,3.0,31.4
31.53,10.0,10.0,10.0,10.0,4.0,31.21
31.53,10.0,10.0,10.0,10.0,1.0,31.53
31.53,10.0,10.0,10.0,10.0,2.0,31.4
31.53,10.0,10.0,10.0,10.0,3.0,31.21
31.53,10.0,10.0,10.0,10.0,4.0,31.18
31.4,10.0,10.0,10.0,10.0,1.0,31.4
31.4,10.0,10.0,10.0,10.0,2.0,31.21
31.4,10.0,10.0,10.0,10.0,3.0,31.18
31.4,10.0,10.0,10.0,10.0,4.0,30.95
31.21,10.0,10.0,10.0,10.0,1.0,31.21
31.21,10.0,10.0,10.0,10.0,2.0,31.18
31.21,10.0,10.0,10.0,10.0,3.0,30.95
31.21,10.0,10.0,10.0,10.0,4.0,30.89
31.18,10.0,10.0,10.0,10.0,1.0,31.18
31.18,10.0,10.0,10.0,10.0,2.0,30.95
31.18,10.0,10.0,10.0,10.0,3.0,30.89
31.18,10.0,10.0,10.0,10.0,4.0,30.89
30.95,10.0,10.0,10.0,10.0,1.0,30.95
30.95,10.0,10.0,10.0,10.0,2.0,30.89
30.95,10.0,10.0,10.0,10.0,3.0,30.89
30.95,10.0,10.0,10.0,10.0,4.0,30.76
30.89,10.0,10.0,10.0,10.0,1.0,30.89
30.89,10.0,10.0,10.0,10.0,2.0,30.89
30.89,10.0,10.0,10.0,10.0,3.0,30.76
30.89,10.0,10.0,10.0,10.0,4.0,30.57
30.89,10.0,10.0,10.0,10.0,1.0,30.89
30.89,10.0,10.0,10.0,10.0,2.0,30.76
30.89,10.0,10.0,10.0,10.0,3.0,30.57
30.89,10.0,10.0,10.0,10.0,4.0,30.57
30.76,10.0,10.0,10.0,10.0,1.0,30.76
30.76,10.0,10.0,10.0,10.0,2.0,30.57
30.76,10.0,10.0,10.0,10.0,3.0,30.57
